251 	 Q0 	    FT941-13190 	    1 	 0.140600 	 gmu96ma2 
290 	 Q0 	    FT921-14959 	  200 	 0.094000 	 gmu96ma2 
290 	 Q0 	     FT921-5509 	  201 	 0.093900 	 gmu96ma2 
290 	 Q0 	  AP881006-0256 	  202 	 0.093700 	 gmu96ma2 
290 	 Q0 	    FT923-14724 	  203 	 0.093500 	 gmu96ma2 
290 	 Q0 	 WSJ910809-0068 	  204 	 0.093200 	 gmu96ma2 
290 	 Q0 	    FT932-16996 	  205 	 0.092500 	 gmu96ma2 
290 	 Q0 	     FT921-9062 	  206 	 0.092300 	 gmu96ma2 
290 	 Q0 	 WSJ900921-0131 	  207 	 0.092100 	 gmu96ma2 
290 	 Q0 	    FT931-10268 	  208 	 0.091900 	 gmu96ma2 
290 	 Q0 	    FT931-10441 	  209 	 0.091900 	 gmu96ma2 
290 	 Q0 	      FT933-921 	  210 	 0.091800 	 gmu96ma2 
290 	 Q0 	 WSJ910712-0117 	  211 	 0.091500 	 gmu96ma2 
290 	 Q0 	     FT933-7138 	  212 	 0.091400 	 gmu96ma2 
290 	 Q0 	  AP880721-0258 	  213 	 0.091300 	 gmu96ma2 
290 	 Q0 	    FT931-13524 	  214 	 0.091300 	 gmu96ma2 
290 	 Q0 	    FT931-13551 	  215 	 0.091300 	 gmu96ma2 
290 	 Q0 	     FT924-1135 	  216 	 0.090700 	 gmu96ma2 
290 	 Q0 	    FT944-16386 	  217 	 0.090600 	 gmu96ma2 
290 	 Q0 	     FT944-6379 	  218 	 0.090500 	 gmu96ma2 
290 	 Q0 	     FT931-8462 	  219 	 0.089900 	 gmu96ma2 
290 	 Q0 	 WSJ910130-0080 	  220 	 0.089700 	 gmu96ma2 
290 	 Q0 	 WSJ920205-0151 	  221 	 0.089500 	 gmu96ma2 
290 	 Q0 	    FT923-13367 	  222 	 0.089500 	 gmu96ma2 
290 	 Q0 	 WSJ910515-0158 	  223 	 0.089400 	 gmu96ma2 
290 	 Q0 	  AP880310-0272 	  224 	 0.089300 	 gmu96ma2 
290 	 Q0 	     FT942-8424 	  225 	 0.089300 	 gmu96ma2 
290 	 Q0 	 WSJ911218-0096 	  226 	 0.088700 	 gmu96ma2 
290 	 Q0 	    FT944-15597 	  227 	 0.088600 	 gmu96ma2 
290 	 Q0 	  AP880810-0292 	  228 	 0.088200 	 gmu96ma2 
290 	 Q0 	     FT942-7406 	  229 	 0.088000 	 gmu96ma2 
290 	 Q0 	     FT921-8358 	  230 	 0.087800 	 gmu96ma2 
290 	 Q0 	  AP880622-0295 	  231 	 0.087700 	 gmu96ma2 
290 	 Q0 	 WSJ910225-0164 	  232 	 0.087600 	 gmu96ma2 
290 	 Q0 	     FT931-5784 	  233 	 0.087600 	 gmu96ma2 
290 	 Q0 	     FT944-8499 	  234 	 0.087300 	 gmu96ma2 
290 	 Q0 	  ZF207-894-636 	  235 	 0.087200 	 gmu96ma2 
290 	 Q0 	     FT922-1033 	  236 	 0.087000 	 gmu96ma2 
290 	 Q0 	 WSJ900427-0075 	  237 	 0.086800 	 gmu96ma2 
290 	 Q0 	 WSJ920124-0076 	  238 	 0.086600 	 gmu96ma2 
290 	 Q0 	 WSJ920213-0077 	  239 	 0.086600 	 gmu96ma2 
290 	 Q0 	     FT934-4381 	  240 	 0.086000 	 gmu96ma2 
290 	 Q0 	    FT942-13328 	  241 	 0.086000 	 gmu96ma2 
290 	 Q0 	      FT941-252 	  242 	 0.085700 	 gmu96ma2 
290 	 Q0 	     FT932-6199 	  243 	 0.085700 	 gmu96ma2 
290 	 Q0 	  AP880509-0241 	  244 	 0.085600 	 gmu96ma2 
290 	 Q0 	    FT942-16422 	  245 	 0.085300 	 gmu96ma2 
290 	 Q0 	     CR93E-8113 	  246 	 0.085200 	 gmu96ma2 
290 	 Q0 	  AP881011-0275 	  247 	 0.084700 	 gmu96ma2 
290 	 Q0 	    FT944-18251 	  248 	 0.084200 	 gmu96ma2 
290 	 Q0 	    FT931-14968 	  249 	 0.084200 	 gmu96ma2 
290 	 Q0 	    FT933-14653 	  250 	 0.084000 	 gmu96ma2 
290 	 Q0 	     FT931-7802 	  251 	 0.083400 	 gmu96ma2 
290 	 Q0 	  AP880622-0281 	  252 	 0.083200 	 gmu96ma2 
290 	 Q0 	    FT922-14205 	  253 	 0.083000 	 gmu96ma2 
290 	 Q0 	     FT942-7413 	  254 	 0.083000 	 gmu96ma2 
290 	 Q0 	     FT933-4206 	  255 	 0.082100 	 gmu96ma2 
290 	 Q0 	    FT931-13618 	  256 	 0.081700 	 gmu96ma2 
290 	 Q0 	     FT923-5064 	  257 	 0.081600 	 gmu96ma2 
290 	 Q0 	    FT932-10498 	  258 	 0.081400 	 gmu96ma2 
290 	 Q0 	    FT922-13714 	  259 	 0.081300 	 gmu96ma2 
290 	 Q0 	     FT922-7090 	  260 	 0.081100 	 gmu96ma2 
290 	 Q0 	 WSJ910226-0097 	  261 	 0.080700 	 gmu96ma2 
290 	 Q0 	    FT944-18237 	  262 	 0.080500 	 gmu96ma2 
290 	 Q0 	    FT921-11457 	  263 	 0.080200 	 gmu96ma2 
290 	 Q0 	  AP880509-0226 	  264 	 0.080000 	 gmu96ma2 
290 	 Q0 	    FT924-12494 	  265 	 0.079800 	 gmu96ma2 
290 	 Q0 	  AP881027-0223 	  266 	 0.079600 	 gmu96ma2 
290 	 Q0 	     FT941-7716 	  267 	 0.079200 	 gmu96ma2 
290 	 Q0 	    FT924-14980 	  268 	 0.079100 	 gmu96ma2 
290 	 Q0 	    FT923-12990 	  269 	 0.079000 	 gmu96ma2 
290 	 Q0 	 WSJ910305-0065 	  270 	 0.079000 	 gmu96ma2 
290 	 Q0 	     FT934-7220 	  271 	 0.077800 	 gmu96ma2 
290 	 Q0 	     FT943-4397 	  272 	 0.077600 	 gmu96ma2 
290 	 Q0 	    FT921-15665 	  273 	 0.077600 	 gmu96ma2 
290 	 Q0 	    FT931-16458 	  274 	 0.077500 	 gmu96ma2 
290 	 Q0 	  AP880504-0349 	  275 	 0.077000 	 gmu96ma2 
290 	 Q0 	     FT942-6113 	  276 	 0.076600 	 gmu96ma2 
290 	 Q0 	      FT932-537 	  277 	 0.076600 	 gmu96ma2 
290 	 Q0 	    FT931-14214 	  278 	 0.076400 	 gmu96ma2 
290 	 Q0 	    FT924-11845 	  279 	 0.076400 	 gmu96ma2 
290 	 Q0 	    FT931-14353 	  280 	 0.076400 	 gmu96ma2 
290 	 Q0 	    FT923-11658 	  281 	 0.075700 	 gmu96ma2 
290 	 Q0 	     FT933-8783 	  282 	 0.075300 	 gmu96ma2 
290 	 Q0 	     FT943-3010 	  283 	 0.075100 	 gmu96ma2 
290 	 Q0 	     FT933-7644 	  284 	 0.074800 	 gmu96ma2 
290 	 Q0 	    FT942-10346 	  285 	 0.074800 	 gmu96ma2 
290 	 Q0 	     FT933-3973 	  286 	 0.074700 	 gmu96ma2 
290 	 Q0 	     FT922-3218 	  287 	 0.074600 	 gmu96ma2 
290 	 Q0 	     FT933-1626 	  288 	 0.074500 	 gmu96ma2 
290 	 Q0 	     FT933-8090 	  289 	 0.074000 	 gmu96ma2 
290 	 Q0 	    FT924-10043 	  290 	 0.073600 	 gmu96ma2 
290 	 Q0 	    FT932-16092 	  291 	 0.073600 	 gmu96ma2 
290 	 Q0 	 WSJ900924-0058 	  292 	 0.073300 	 gmu96ma2 
290 	 Q0 	     FT933-4027 	  293 	 0.073200 	 gmu96ma2 
290 	 Q0 	    FT942-16269 	  294 	 0.073200 	 gmu96ma2 
290 	 Q0 	     FT934-1166 	  295 	 0.073000 	 gmu96ma2 
290 	 Q0 	    CR93H-16185 	  296 	 0.072800 	 gmu96ma2 
290 	 Q0 	 WSJ910719-0174 	  297 	 0.072500 	 gmu96ma2 
290 	 Q0 	  AP880802-0218 	  298 	 0.072400 	 gmu96ma2 
290 	 Q0 	      FT932-536 	  299 	 0.071700 	 gmu96ma2 
290 	 Q0 	 WSJ920207-0139 	  300 	 0.071600 	 gmu96ma2 
290 	 Q0 	  AP880629-0248 	  301 	 0.071600 	 gmu96ma2 
290 	 Q0 	     FT922-1017 	  302 	 0.071400 	 gmu96ma2 
290 	 Q0 	    FT934-17455 	  303 	 0.071400 	 gmu96ma2 
290 	 Q0 	    FT931-16459 	  304 	 0.070900 	 gmu96ma2 
290 	 Q0 	      FT941-771 	  305 	 0.070700 	 gmu96ma2 
290 	 Q0 	    FT924-12512 	  306 	 0.070700 	 gmu96ma2 
290 	 Q0 	 WSJ920219-0130 	  307 	 0.070300 	 gmu96ma2 
290 	 Q0 	     FT941-7320 	  308 	 0.070300 	 gmu96ma2 
290 	 Q0 	     FT942-3171 	  309 	 0.070100 	 gmu96ma2 
290 	 Q0 	     FT942-1477 	  310 	 0.070000 	 gmu96ma2 
290 	 Q0 	     FT943-1888 	  311 	 0.069900 	 gmu96ma2 
290 	 Q0 	 WSJ910624-0020 	  312 	 0.069700 	 gmu96ma2 
290 	 Q0 	     FT921-1372 	  313 	 0.069700 	 gmu96ma2 
290 	 Q0 	     FT922-3350 	  314 	 0.069500 	 gmu96ma2 
290 	 Q0 	 WSJ900615-0130 	  315 	 0.069400 	 gmu96ma2 
290 	 Q0 	 WSJ910829-0090 	  316 	 0.069000 	 gmu96ma2 
290 	 Q0 	     FT931-6152 	  317 	 0.068500 	 gmu96ma2 
290 	 Q0 	     FT931-6219 	  318 	 0.068500 	 gmu96ma2 
290 	 Q0 	 WSJ910214-0098 	  319 	 0.068300 	 gmu96ma2 
290 	 Q0 	 WSJ910411-0108 	  320 	 0.067600 	 gmu96ma2 
290 	 Q0 	    FT923-13376 	  321 	 0.067100 	 gmu96ma2 
290 	 Q0 	 WSJ920303-0054 	  322 	 0.066900 	 gmu96ma2 
290 	 Q0 	 WSJ910206-0073 	  323 	 0.066700 	 gmu96ma2 
290 	 Q0 	     FT942-8205 	  324 	 0.066500 	 gmu96ma2 
290 	 Q0 	     FT931-3507 	  325 	 0.066400 	 gmu96ma2 
290 	 Q0 	     FT933-7803 	  326 	 0.066200 	 gmu96ma2 
290 	 Q0 	    FT931-15129 	  327 	 0.066100 	 gmu96ma2 
290 	 Q0 	  ZF207-689-098 	  328 	 0.066100 	 gmu96ma2 
290 	 Q0 	     FT944-6905 	  329 	 0.065500 	 gmu96ma2 
290 	 Q0 	    FT924-12728 	  330 	 0.065200 	 gmu96ma2 
290 	 Q0 	 WSJ920121-0065 	  331 	 0.065000 	 gmu96ma2 
290 	 Q0 	     FT921-6959 	  332 	 0.064900 	 gmu96ma2 
290 	 Q0 	     FT911-3067 	  333 	 0.064500 	 gmu96ma2 
290 	 Q0 	   FR88505-0033 	  334 	 0.064000 	 gmu96ma2 
290 	 Q0 	  AP880615-0262 	  335 	 0.063800 	 gmu96ma2 
290 	 Q0 	    FT931-10185 	  336 	 0.063700 	 gmu96ma2 
290 	 Q0 	 WSJ900703-0143 	  337 	 0.063200 	 gmu96ma2 
290 	 Q0 	     FT933-4207 	  338 	 0.063200 	 gmu96ma2 
290 	 Q0 	     FT922-1949 	  339 	 0.062900 	 gmu96ma2 
290 	 Q0 	     FT941-1233 	  340 	 0.062900 	 gmu96ma2 
290 	 Q0 	    FT922-15526 	  341 	 0.062700 	 gmu96ma2 
290 	 Q0 	      FT944-179 	  342 	 0.062700 	 gmu96ma2 
290 	 Q0 	 WSJ911231-0034 	  343 	 0.062200 	 gmu96ma2 
290 	 Q0 	     FT931-7077 	  344 	 0.061700 	 gmu96ma2 
290 	 Q0 	    FT941-11004 	  345 	 0.061700 	 gmu96ma2 
290 	 Q0 	     FT941-6391 	  346 	 0.061400 	 gmu96ma2 
290 	 Q0 	     FT923-8186 	  347 	 0.061400 	 gmu96ma2 
290 	 Q0 	      FT933-759 	  348 	 0.061100 	 gmu96ma2 
290 	 Q0 	    FT934-13519 	  349 	 0.061000 	 gmu96ma2 
290 	 Q0 	     FT931-7782 	  350 	 0.060900 	 gmu96ma2 
290 	 Q0 	     FT931-8144 	  351 	 0.060900 	 gmu96ma2 
290 	 Q0 	  AP880413-0118 	  352 	 0.060500 	 gmu96ma2 
290 	 Q0 	 WSJ910320-0118 	  353 	 0.059900 	 gmu96ma2 
290 	 Q0 	  AP880307-0207 	  354 	 0.059900 	 gmu96ma2 
290 	 Q0 	    FT923-14488 	  355 	 0.059800 	 gmu96ma2 
290 	 Q0 	 WSJ900709-0080 	  356 	 0.059700 	 gmu96ma2 
290 	 Q0 	     FT921-5958 	  357 	 0.059200 	 gmu96ma2 
290 	 Q0 	    FT932-11817 	  358 	 0.059200 	 gmu96ma2 
290 	 Q0 	    FT923-15348 	  359 	 0.059200 	 gmu96ma2 
290 	 Q0 	   FR88923-0122 	  360 	 0.059200 	 gmu96ma2 
290 	 Q0 	  AP880714-0236 	  361 	 0.059000 	 gmu96ma2 
290 	 Q0 	    FT934-13373 	  362 	 0.059000 	 gmu96ma2 
290 	 Q0 	     FT933-8122 	  363 	 0.058900 	 gmu96ma2 
290 	 Q0 	    FT944-11745 	  364 	 0.058900 	 gmu96ma2 
290 	 Q0 	 WSJ920211-0158 	  365 	 0.058800 	 gmu96ma2 
290 	 Q0 	     FT933-2104 	  366 	 0.058800 	 gmu96ma2 
290 	 Q0 	    FT934-15188 	  367 	 0.058700 	 gmu96ma2 
290 	 Q0 	 WSJ910114-0168 	  368 	 0.058700 	 gmu96ma2 
290 	 Q0 	    FT921-15768 	  369 	 0.058600 	 gmu96ma2 
290 	 Q0 	 WSJ910510-0089 	  370 	 0.058300 	 gmu96ma2 
290 	 Q0 	     FT932-4553 	  371 	 0.057900 	 gmu96ma2 
290 	 Q0 	    FT934-12184 	  372 	 0.057800 	 gmu96ma2 
290 	 Q0 	 WSJ920324-0084 	  373 	 0.057800 	 gmu96ma2 
290 	 Q0 	     FT944-7431 	  374 	 0.057800 	 gmu96ma2 
290 	 Q0 	     FT942-6838 	  375 	 0.057600 	 gmu96ma2 
290 	 Q0 	     CR93E-1761 	  376 	 0.057400 	 gmu96ma2 
290 	 Q0 	     FT932-7947 	  377 	 0.057200 	 gmu96ma2 
290 	 Q0 	    FT923-13377 	  378 	 0.057000 	 gmu96ma2 
290 	 Q0 	 WSJ910925-0108 	  379 	 0.056900 	 gmu96ma2 
290 	 Q0 	    FT921-15720 	  380 	 0.056900 	 gmu96ma2 
290 	 Q0 	 WSJ910514-0082 	  381 	 0.056900 	 gmu96ma2 
290 	 Q0 	     FT931-3359 	  382 	 0.056800 	 gmu96ma2 
290 	 Q0 	      FT942-809 	  383 	 0.056600 	 gmu96ma2 
290 	 Q0 	     FT924-7721 	  384 	 0.056300 	 gmu96ma2 
290 	 Q0 	     FT923-5965 	  385 	 0.056200 	 gmu96ma2 
290 	 Q0 	    FT924-12725 	  386 	 0.056200 	 gmu96ma2 
290 	 Q0 	     FT934-7857 	  387 	 0.056200 	 gmu96ma2 
290 	 Q0 	    FT941-12250 	  388 	 0.055900 	 gmu96ma2 
290 	 Q0 	 WSJ910826-0053 	  389 	 0.055700 	 gmu96ma2 
290 	 Q0 	     FT923-9505 	  390 	 0.055500 	 gmu96ma2 
290 	 Q0 	 WSJ900928-0090 	  391 	 0.055200 	 gmu96ma2 
290 	 Q0 	 WSJ911111-0035 	  392 	 0.055200 	 gmu96ma2 
290 	 Q0 	     FT932-3414 	  393 	 0.055000 	 gmu96ma2 
290 	 Q0 	    FT942-10806 	  394 	 0.055000 	 gmu96ma2 
290 	 Q0 	 WSJ900522-0007 	  395 	 0.055000 	 gmu96ma2 
290 	 Q0 	    FT943-14081 	  396 	 0.054900 	 gmu96ma2 
290 	 Q0 	 WSJ911127-0005 	  397 	 0.054900 	 gmu96ma2 
290 	 Q0 	     FT941-8904 	  398 	 0.054700 	 gmu96ma2 
290 	 Q0 	 WSJ900405-0014 	  399 	 0.054600 	 gmu96ma2 
290 	 Q0 	 WSJ920309-0029 	  400 	 0.054400 	 gmu96ma2 
290 	 Q0 	    FT931-13812 	  401 	 0.054400 	 gmu96ma2 
290 	 Q0 	     FT932-5790 	  402 	 0.054400 	 gmu96ma2 
290 	 Q0 	   FR88101-0035 	  403 	 0.054300 	 gmu96ma2 
290 	 Q0 	 WSJ900829-0081 	  404 	 0.054200 	 gmu96ma2 
290 	 Q0 	     FT941-8868 	  405 	 0.054100 	 gmu96ma2 
290 	 Q0 	     FT922-8096 	  406 	 0.053900 	 gmu96ma2 
290 	 Q0 	  AP880715-0269 	  407 	 0.053900 	 gmu96ma2 
290 	 Q0 	     FT921-2601 	  408 	 0.053900 	 gmu96ma2 
290 	 Q0 	     FT931-6143 	  409 	 0.053900 	 gmu96ma2 
290 	 Q0 	     FT924-6478 	  410 	 0.053800 	 gmu96ma2 
290 	 Q0 	    FT923-14227 	  411 	 0.053500 	 gmu96ma2 
290 	 Q0 	 WSJ910618-0100 	  412 	 0.053400 	 gmu96ma2 
290 	 Q0 	  ZF207-366-096 	  413 	 0.053300 	 gmu96ma2 
290 	 Q0 	     FT933-4202 	  414 	 0.053300 	 gmu96ma2 
290 	 Q0 	     FT921-8806 	  415 	 0.053100 	 gmu96ma2 
290 	 Q0 	 WSJ900719-0146 	  416 	 0.052900 	 gmu96ma2 
290 	 Q0 	     FT922-2265 	  417 	 0.052800 	 gmu96ma2 
290 	 Q0 	    FT944-16743 	  418 	 0.052600 	 gmu96ma2 
290 	 Q0 	    FT922-14211 	  419 	 0.052300 	 gmu96ma2 
290 	 Q0 	    FT921-14700 	  420 	 0.052200 	 gmu96ma2 
290 	 Q0 	    FT934-11970 	  421 	 0.052100 	 gmu96ma2 
290 	 Q0 	     FT911-3503 	  422 	 0.051900 	 gmu96ma2 
290 	 Q0 	     FT924-3277 	  423 	 0.051900 	 gmu96ma2 
290 	 Q0 	    FT943-14873 	  424 	 0.051600 	 gmu96ma2 
290 	 Q0 	     FT924-2703 	  425 	 0.051600 	 gmu96ma2 
290 	 Q0 	     FT934-5647 	  426 	 0.051500 	 gmu96ma2 
290 	 Q0 	     FT943-3983 	  427 	 0.051500 	 gmu96ma2 
290 	 Q0 	    FT943-12377 	  428 	 0.051200 	 gmu96ma2 
290 	 Q0 	     FT924-1592 	  429 	 0.051200 	 gmu96ma2 
290 	 Q0 	     FT941-6374 	  430 	 0.050900 	 gmu96ma2 
290 	 Q0 	   FR88721-0039 	  431 	 0.050800 	 gmu96ma2 
290 	 Q0 	 WSJ900716-0080 	  432 	 0.050700 	 gmu96ma2 
290 	 Q0 	 WSJ910311-0088 	  433 	 0.050600 	 gmu96ma2 
290 	 Q0 	    FT931-11722 	  434 	 0.050400 	 gmu96ma2 
290 	 Q0 	 WSJ910325-0098 	  435 	 0.050200 	 gmu96ma2 
290 	 Q0 	    FT944-18270 	  436 	 0.050100 	 gmu96ma2 
290 	 Q0 	    FT943-15069 	  437 	 0.050100 	 gmu96ma2 
290 	 Q0 	    FT944-17216 	  438 	 0.050000 	 gmu96ma2 
290 	 Q0 	 WSJ910107-0051 	  439 	 0.049900 	 gmu96ma2 
290 	 Q0 	  AP880506-0256 	  440 	 0.049800 	 gmu96ma2 
290 	 Q0 	     FT932-8028 	  441 	 0.049700 	 gmu96ma2 
290 	 Q0 	    FT924-12731 	  442 	 0.049700 	 gmu96ma2 
290 	 Q0 	 WSJ910920-0027 	  443 	 0.049700 	 gmu96ma2 
290 	 Q0 	     FT924-8038 	  444 	 0.049600 	 gmu96ma2 
290 	 Q0 	     FT943-3737 	  445 	 0.049500 	 gmu96ma2 
290 	 Q0 	 WSJ900822-0132 	  446 	 0.049500 	 gmu96ma2 
290 	 Q0 	     FT921-8807 	  447 	 0.049400 	 gmu96ma2 
290 	 Q0 	 WSJ920124-0101 	  448 	 0.049400 	 gmu96ma2 
290 	 Q0 	  AP880318-0124 	  449 	 0.049300 	 gmu96ma2 
290 	 Q0 	    FT924-15366 	  450 	 0.049200 	 gmu96ma2 
290 	 Q0 	  AP880328-0272 	  451 	 0.049000 	 gmu96ma2 
290 	 Q0 	 WSJ900425-0133 	  452 	 0.048900 	 gmu96ma2 
290 	 Q0 	    FT933-11131 	  453 	 0.048900 	 gmu96ma2 
290 	 Q0 	  AP881102-0269 	  454 	 0.048800 	 gmu96ma2 
290 	 Q0 	  AP880225-0294 	  455 	 0.048800 	 gmu96ma2 
290 	 Q0 	     FT931-3398 	  456 	 0.048700 	 gmu96ma2 
290 	 Q0 	 WSJ900913-0140 	  457 	 0.048500 	 gmu96ma2 
290 	 Q0 	    FT943-13463 	  458 	 0.048500 	 gmu96ma2 
290 	 Q0 	     FT942-5955 	  459 	 0.048500 	 gmu96ma2 
290 	 Q0 	 WSJ910125-0101 	  460 	 0.048400 	 gmu96ma2 
290 	 Q0 	     FT924-1686 	  461 	 0.048400 	 gmu96ma2 
290 	 Q0 	    FT931-14778 	  462 	 0.048300 	 gmu96ma2 
290 	 Q0 	    FT931-14618 	  463 	 0.048300 	 gmu96ma2 
290 	 Q0 	     FT922-8376 	  464 	 0.048200 	 gmu96ma2 
290 	 Q0 	     FT931-7858 	  465 	 0.048200 	 gmu96ma2 
290 	 Q0 	      FT924-914 	  466 	 0.048200 	 gmu96ma2 
290 	 Q0 	    FT944-15162 	  467 	 0.048100 	 gmu96ma2 
290 	 Q0 	     FT932-3262 	  468 	 0.048000 	 gmu96ma2 
290 	 Q0 	    FT921-15627 	  469 	 0.047900 	 gmu96ma2 
290 	 Q0 	 WSJ900620-0099 	  470 	 0.047800 	 gmu96ma2 
290 	 Q0 	 WSJ910808-0104 	  471 	 0.047500 	 gmu96ma2 
290 	 Q0 	    FT944-18235 	  472 	 0.047400 	 gmu96ma2 
290 	 Q0 	     FT924-7602 	  473 	 0.047300 	 gmu96ma2 
290 	 Q0 	  AP880609-0273 	  474 	 0.047300 	 gmu96ma2 
290 	 Q0 	     FT933-6562 	  475 	 0.047300 	 gmu96ma2 
290 	 Q0 	    FT934-15058 	  476 	 0.047300 	 gmu96ma2 
290 	 Q0 	 WSJ910205-0093 	  477 	 0.047100 	 gmu96ma2 
290 	 Q0 	    FT934-15480 	  478 	 0.047100 	 gmu96ma2 
290 	 Q0 	    FT923-15654 	  479 	 0.047100 	 gmu96ma2 
290 	 Q0 	  ZF207-082-016 	  480 	 0.047000 	 gmu96ma2 
290 	 Q0 	     FT933-4208 	  481 	 0.047000 	 gmu96ma2 
290 	 Q0 	    FT944-18265 	  482 	 0.046800 	 gmu96ma2 
290 	 Q0 	  AP880519-0012 	  483 	 0.046700 	 gmu96ma2 
290 	 Q0 	    FT944-13009 	  484 	 0.046700 	 gmu96ma2 
290 	 Q0 	 WSJ911004-0202 	  485 	 0.046600 	 gmu96ma2 
290 	 Q0 	 WSJ900516-0084 	  486 	 0.046500 	 gmu96ma2 
290 	 Q0 	     FT923-9303 	  487 	 0.046500 	 gmu96ma2 
290 	 Q0 	     FT932-1502 	  488 	 0.046400 	 gmu96ma2 
290 	 Q0 	     FT932-7112 	  489 	 0.046200 	 gmu96ma2 
290 	 Q0 	    FT944-15870 	  490 	 0.046100 	 gmu96ma2 
290 	 Q0 	 WSJ910405-0056 	  491 	 0.046000 	 gmu96ma2 
290 	 Q0 	    FT944-18264 	  492 	 0.045900 	 gmu96ma2 
290 	 Q0 	  AP880311-0275 	  493 	 0.045900 	 gmu96ma2 
290 	 Q0 	     FT933-4917 	  494 	 0.045900 	 gmu96ma2 
290 	 Q0 	  AP880615-0285 	  495 	 0.045700 	 gmu96ma2 
290 	 Q0 	     FT932-4150 	  496 	 0.045600 	 gmu96ma2 
290 	 Q0 	 WSJ900417-0116 	  497 	 0.045500 	 gmu96ma2 
290 	 Q0 	     FT942-4448 	  498 	 0.045500 	 gmu96ma2 
290 	 Q0 	    FT934-11972 	  499 	 0.045500 	 gmu96ma2 
290 	 Q0 	     FT942-3955 	  500 	 0.045400 	 gmu96ma2 
290 	 Q0 	     FT933-7920 	  501 	 0.045400 	 gmu96ma2 
290 	 Q0 	     FT924-9544 	  502 	 0.045300 	 gmu96ma2 
290 	 Q0 	    FT924-12717 	  503 	 0.045300 	 gmu96ma2 
290 	 Q0 	     FT932-1508 	  504 	 0.045200 	 gmu96ma2 
290 	 Q0 	     FT924-5318 	  505 	 0.045200 	 gmu96ma2 
290 	 Q0 	     CR93E-5589 	  506 	 0.045100 	 gmu96ma2 
290 	 Q0 	      FT941-503 	  507 	 0.045100 	 gmu96ma2 
290 	 Q0 	     CR93H-6367 	  508 	 0.044900 	 gmu96ma2 
290 	 Q0 	     FT932-6611 	  509 	 0.044800 	 gmu96ma2 
290 	 Q0 	    FT923-13369 	  510 	 0.044800 	 gmu96ma2 
290 	 Q0 	    FT941-12127 	  511 	 0.044700 	 gmu96ma2 
290 	 Q0 	    FT944-11245 	  512 	 0.044600 	 gmu96ma2 
290 	 Q0 	 WSJ911219-0026 	  513 	 0.044600 	 gmu96ma2 
290 	 Q0 	  ZF207-299-038 	  514 	 0.044500 	 gmu96ma2 
290 	 Q0 	 WSJ910725-0075 	  515 	 0.044500 	 gmu96ma2 
290 	 Q0 	 WSJ920212-0116 	  516 	 0.044500 	 gmu96ma2 
290 	 Q0 	     FT933-4212 	  517 	 0.044300 	 gmu96ma2 
290 	 Q0 	     FT934-1916 	  518 	 0.044200 	 gmu96ma2 
290 	 Q0 	 WSJ900919-0095 	  519 	 0.044200 	 gmu96ma2 
290 	 Q0 	 WSJ900709-0075 	  520 	 0.044100 	 gmu96ma2 
290 	 Q0 	     FT931-5716 	  521 	 0.044000 	 gmu96ma2 
290 	 Q0 	     FT933-8790 	  522 	 0.043900 	 gmu96ma2 
290 	 Q0 	     FT942-3723 	  523 	 0.043900 	 gmu96ma2 
290 	 Q0 	 WSJ911008-0080 	  524 	 0.043800 	 gmu96ma2 
290 	 Q0 	     FT922-9859 	  525 	 0.043700 	 gmu96ma2 
290 	 Q0 	    FT944-11788 	  526 	 0.043700 	 gmu96ma2 
290 	 Q0 	     FT924-7861 	  527 	 0.043500 	 gmu96ma2 
290 	 Q0 	 WSJ910603-0008 	  528 	 0.043500 	 gmu96ma2 
290 	 Q0 	  AP881221-0241 	  529 	 0.043400 	 gmu96ma2 
290 	 Q0 	  AP880330-0309 	  530 	 0.043400 	 gmu96ma2 
290 	 Q0 	    FT944-18243 	  531 	 0.043200 	 gmu96ma2 
290 	 Q0 	    FT924-12297 	  532 	 0.043200 	 gmu96ma2 
290 	 Q0 	    FT934-12745 	  533 	 0.043100 	 gmu96ma2 
290 	 Q0 	     CR93H-3158 	  534 	 0.042900 	 gmu96ma2 
290 	 Q0 	     FT943-6968 	  535 	 0.042800 	 gmu96ma2 
290 	 Q0 	    FT941-13838 	  536 	 0.042800 	 gmu96ma2 
290 	 Q0 	 WSJ920116-0101 	  537 	 0.042700 	 gmu96ma2 
290 	 Q0 	    FT923-13368 	  538 	 0.042600 	 gmu96ma2 
290 	 Q0 	 WSJ920117-0098 	  539 	 0.042500 	 gmu96ma2 
290 	 Q0 	    CR93H-12624 	  540 	 0.042500 	 gmu96ma2 
290 	 Q0 	     FT911-1648 	  541 	 0.042500 	 gmu96ma2 
290 	 Q0 	    FT933-10190 	  542 	 0.042400 	 gmu96ma2 
290 	 Q0 	 WSJ911210-0082 	  543 	 0.042300 	 gmu96ma2 
290 	 Q0 	    FT923-10251 	  544 	 0.042200 	 gmu96ma2 
290 	 Q0 	     FT944-3716 	  545 	 0.042200 	 gmu96ma2 
290 	 Q0 	 WSJ900917-0091 	  546 	 0.041900 	 gmu96ma2 
290 	 Q0 	     FT933-4222 	  547 	 0.041900 	 gmu96ma2 
290 	 Q0 	 WSJ920128-0096 	  548 	 0.041700 	 gmu96ma2 
290 	 Q0 	      FT911-140 	  549 	 0.041700 	 gmu96ma2 
290 	 Q0 	     FT941-9523 	  550 	 0.041600 	 gmu96ma2 
